"id","title","description","link","image_link","price","availability","condition","google_product_category","product_type","","","","","","","","","","","","","","","",""
"2170","Pó de Simpatia para Dinheiro","Pó de Simpatia para Dinheiro em embalagem de 50g.

O pó de simpatias para Dinheiro serve chamar a prosperidade, a abundância e o crescimento financeiro.
Sempre que for utilizado você deverá mentalizar a sua força interior e concentração, para atrair energias positivas e fortalecer o vínculo energético para o sucesso.","https://shop.wemystic.com.br/products/po-de-simpatia-para-dinheiro","https://cdn.shopify.com/s/files/1/2436/4219/products/2170_01_a30883fd-8a0d-4f42-b477-20d6979b7b99_1024x1024-min_grande.jpg","BRL 7,79","in stock","new","5605","Rituais e Simpatias > Pó de Simpatia > Dinheiro","","","","","","","","","","","","","","","",""
"2171","Pó de Simpatia para Sorte Rápida","Pó de Simpatia para Sorte Rápida em embalagem de 50g.

O pó de simpatias para Sorte Rápida serve para atrair sorte em vários aspecto da vida.
Sempre que for utilizado você deverá mentalizar a sua força interior e concentração, para atrair energias positivas e fortalecer o vínculo energético para o sucesso.","https://shop.wemystic.com.br/products/po-de-simpatia-para-sorte-rapida","https://cdn.shopify.com/s/files/1/2436/4219/products/2171_01_3da6da36-ea9e-4bc0-b858-c880dea2b46b.jpg?v=1513264824","BRL 7,79","in stock","new","5605","Rituais e Simpatias > Pó de Simpatia > Sorte Rápida","","","","","","","","","","","","","","","",""
"2172","Pó de Simpatia para Amarração","Pó de Simpatia para Amarração em embalagem de 50g.

O pó de simpatias para Amarração serve para você unir pessoas ou prender algo ou alguém a você.
Sempre que for utilizado você deverá mentalizar a sua força interior e concentração, para atrair energias positivas e fortalecer o vínculo energético para o sucesso.","https://shop.wemystic.com.br/products/po-de-simpatia-para-amarracao","https://cdn.shopify.com/s/files/1/2436/4219/products/2172_01_cb33e6e2-0dfb-41cd-8aaf-876edbfec1aa.jpg?v=1513264825","BRL 7,79","in stock","new","5605","Rituais e Simpatias > Pó de Simpatia > Amarração","","","","","","","","","","","","","","","",""
"2742","Incenso para Fortuna","Incenso para Fortuna da marca Kailas, vendido em caixa de 10 varetas.","https://shop.wemystic.com.br/products/incenso-para-fortuna","https://cdn.shopify.com/s/files/1/2436/4219/products/2742_01_f61403d7-1d74-4310-82fe-3b2b15b2b044.jpg?v=1513264827","BRL 8,99","in stock","new","3686","Incenso em Varetas > Incensos Mágicos > Fortuna","","","","","","","","","","","","","","","",""
"3508","Essência de Ylang - Ylang","Essência de Ylang-Ylang em frasco de 15ml.

A Essência de Ylang Ylang é uma das essências mais exóticas da Aromaterapia. Com um doce aroma essa essência desperta a sensualidade, a sedução e o romance e de modo geral tem um efeito relaxante no sistema nervoso. Também tem efeitos de analgésico, acalmando as enxaquecas e efeito sedativo, que faz dele uma ótima fragrância para combater as insónias.","https://shop.wemystic.com.br/products/essencia-de-ylang-ylang","https://cdn.shopify.com/s/files/1/2436/4219/products/oleos_big__0004_Layer_11_grande.jpg?v=1551352372","BRL 12,69","in stock","new","5847","Aromaterapia > Essências Líquidas para Queimar > Ylang - Ylang","","","","","","","","","","","","","","","",""
"3532","Essência dos 7 Chakras","Essência dos 7 Chakras em frasco de 15ml.

Tem um aroma suave e delicado capaz de alinhar e harmonizar os sete chakras. Queime essa essência no difusor e sinta o equilíbrio e os bons sentimentos trazido por essa fragrância.","https://shop.wemystic.com.br/products/essencia-dos-7-chakras","https://cdn.shopify.com/s/files/1/2436/4219/products/oleos_big__0000_Layer_15_grande.jpg?v=1551352707","BRL 12,69","in stock","new","5847","Essências Líquidas para Queimar > Aromas Mágicos > 7 Chakras","","","","","","","","","","","","","","","",""
"3660","Incenso de Capim Cidreira","Incenso de Capim Cidreira artesanal da marca Inca, vendido em caixa de 9 varetas.

O capim cidreira é um aroma que traz enorme sensação de calma e relaxamento – ideal para ambientes agitados e onde o estresse tende a afetar a todos. O odor forte e cítrico, porém adocicado, acalma e relaxa a mente e proporciona uma sensação de descanso, permitindo às pessoas recarregarem suas energias.

Este incenso de Capim Cidreira unido às propriedades terapêuticas do Breuzinho (breu-branco) é Indicado para acalmar estados agitados mentais e físicos, para rituais de limpeza e assepsia, o capim cidreira espanta animais nocivos e esteriliza ambientes que necessitam de purificação física antes mesmo que defumações com energia espiritual mais forte sejam aplicadas.","https://shop.wemystic.com.br/products/incenso-de-capim-cidreira","https://cdn.shopify.com/s/files/1/2436/4219/products/3660_01_3db40f6d-494e-4186-9ce5-604967ddcdf4.jpg?v=1513264840","BRL 24,19","in stock","new","3686","Aromaterapia > Incenso em Varetas > Capim Cidreira","","","","","","","","","","","","","","","",""
"3662","Incenso de Maracujá","Incenso de Maracujá artesanal da marca Inca, vendido em caixa de 9 varetas.

O aroma do maracujá unido ao incenso natural de breuzinho traz a força do equilíbrio emocional e acalma estados agitados da mente. Seu aroma doce e muito agradável contribui para a energia de um ambiente acolhedor, íntimo, sereno e verdadeiro.
A fruta possui notórias ações calmantes e relaxantes e, em forma de incenso, cria uma atmosfera de tranquilidade e paz, ajudando no estresse de um cotidiano atarefado e atribulado.","https://shop.wemystic.com.br/products/incenso-de-maracuja","https://cdn.shopify.com/s/files/1/2436/4219/products/3662_01_7f55d25a-bf36-426e-bcc7-70a4f38495c5.jpg?v=1513264842","BRL 24,19","in stock","new","3686","Aromaterapia > Incenso em Varetas > Maracujá","","","","","","","","","","","","","","","",""
"3663","Incenso de Maçã com Canela","Incenso de Maçã com Canela artesanal da marca Inca, vendido em caixa de 9 varetas.

Doce, vivo, marcante e sensual. O aroma de maçã com canela é combinado a outras ervas para facilitar a propagação de energias sensuais, de amor e de paixão. O incenso ideal para casais que acabam de ir morar juntos, namorados e casados em viagens de descanso e relaxamento ou retiros românticos.","https://shop.wemystic.com.br/products/incenso-de-maca-com-canela","https://cdn.shopify.com/s/files/1/2436/4219/products/3663_01_4639f15f-1148-4f3b-b18a-dcf06fdca797.jpg?v=1513264844","BRL 24,19","in stock","new","3686","Aromaterapia > Incenso em Varetas > Maçã com Canela","","","","","","","","","","","","","","","",""
"3665","Incenso de Patchouli","Incenso de Patchouli artesanal da marca Inca, vendido em caixa de 9 varetas.

O aroma de Patchouli unido ao incenso natural de breuzinho (breu-branco) traz a força da sensualidade, sedução e paixão. Esta planta é usada pelos nativos em rituais de quebra de feitiços, para aumentar a clarividência, trazer alegria e jovialidade.","https://shop.wemystic.com.br/products/incenso-de-patchouli","https://cdn.shopify.com/s/files/1/2436/4219/products/3665_01_e262eaf6-2874-4b0d-868e-ddfa3e2ff339.jpg?v=1513264846","BRL 24,19","in stock","new","3686","Aromaterapia > Incenso em Varetas > Patchouli","","","","","","","","","","","","","","","",""
"3954","Pó de Simpatia para Reconciliação","Pó de Simpatia para Reconciliação em embalagem de 50g.

O pó de simpatias para Reconciliação é usado para fazer as pazes com quem está de costas voltadas com você. 
Sempre que for utilizado você deverá mentalizar a sua força interior e concentração, para atrair energias positivas e fortalecer o vínculo energético para o sucesso. ","https://shop.wemystic.com.br/products/po-de-simpatia-para-reconciliacao","https://cdn.shopify.com/s/files/1/2436/4219/products/3954_01_7f9c0eb3-d3df-49ab-b79d-11124b867bc5.jpg?v=1513264847","BRL 7,79","in stock","new","5605","Rituais e Simpatias > Pó de Simpatia > Reconciliação","","","","","","","","","","","","","","","",""
"3955","Pó de Simpatia para Proteção","Pó de Simpatia para Proteção em embalagem de 50g.

O pó de simpatias para Proteção serve para ativar as energias de proteção em sua vida. 
Sempre que for utilizado você deverá mentalizar a sua força interior e concentração, para atrair energias positivas e fortalecer o vínculo energético para o sucesso. 
","https://shop.wemystic.com.br/products/po-de-simpatia-para-protecao","https://cdn.shopify.com/s/files/1/2436/4219/products/3955_01_67b365d9-1d8d-4823-b500-620732f6f543.jpg?v=1513264848","BRL 7,79","in stock","new","5605","Rituais e Simpatias > Pó de Simpatia > Proteção","","","","","","","","","","","","","","","",""
"4479","Sal de Banho de Descarrego","Sal de Banho de Descarrego em embalagem de 500g. Use esses sais para limpeza espiritual e energética.

Como usar:

- Dissolva o conteúdo da embalagem em cinco litros de água morna, após o banho despeje lentamente esse conteúdo no corpo (sempre do pescoço para baixo) em especial nas costas e nuca (locais mais visados em ataques espirituais).
- Enquanto isso vá mentalizando a limpeza fluídica que vai escorrendo junto com a água ralo abaixo.
- Não precisa enxaguar, seque-se normalmente depois do banho.
- Recomenda-se a utilização deste banho duas vezes por semana, mas você pode repetir quantas vezes desejar.

","https://shop.wemystic.com.br/products/sal-de-banho-de-descarrego","https://cdn.shopify.com/s/files/1/2436/4219/products/sais-banho-ervas-package-06_grande.jpg?v=1543926457","BRL 9,99","in stock","new","2522","Sais de Banho > Descarrego","","","","","","","","","","","","","","","",""
"4935","Sal de Banho Santo Antônio","Sal de Banho Santo Antônio em embalagem de 100g.

Use esses sais para pedir a ajuda e a intervenção do santo casamenteiro para ajudar a arranjar namorado ou marido. 

Como usar:

- Dissolva o conteúdo da embalagem em cinco litros de água morna, após o banho despeje lentamente esse conteúdo no corpo (sempre do pescoço para baixo) em especial nas costas e nuca (locais mais visados em ataques espirituais).
- Enquanto isso vá mentalizando a limpeza fluídica que vai escorrendo junto com a água ralo abaixo.
- Não precisa enxaguar, seque-se normalmente depois do banho.
- Recomenda-se a utilização deste banho duas vezes por semana, mas você pode repetir quantas vezes desejar.","https://shop.wemystic.com.br/products/sal-de-banho-santo-antonio","https://cdn.shopify.com/s/files/1/2436/4219/products/santo-antonio-0_grande.jpg?v=1543942945","BRL 8,89","in stock","new","2522","Sais de Banho > Santo Antônio","","","","","","","","","","","","","","","",""
"5810","Pó de Simpatia Agarra Homem","Pó de Simpatia Agarra Homem em embalagem de 50g.

Este pó é usado para chamar a atenção o homem que você deseja, para que ele se sinta atraído por você. Para você alcançar os resultados desejados deve soprar esse pó atrás do homem que você quer, jogar um punhado do pó na porta do homem amado ou soprar esse pó nas suas roupas.
Sempre que for utilizado você deverá mentalizar a sua força interior e concentração, para atrair energias positivas e fortalecer o vínculo energético para o sucesso. 
","https://shop.wemystic.com.br/products/po-de-simpatia-agarra-homem","https://cdn.shopify.com/s/files/1/2436/4219/products/5810_01_245f3de0-11ea-4445-9ed5-d4bc2fb7a02f.jpg?v=1513264855","BRL 7,79","in stock","new","5605","Rituais e Simpatias > Pó de Simpatia > Agarra Homem","","","","","","","","","","","","","","","",""
"5811","Pó de Simpatia Agarra Mulher","Pó de Simpatia Agarra Mulher em embalagem de 50g.

Este pó é usado para chamar a atenção a mulher que você deseja, para que ela se sinta atraída por você. Para você alcançar os resultados desejados deve soprar esse pó atrás da mulher que você quer, jogar um punhado do pó na porta da mulher amada ou soprar esse pó nas suas roupas.
Sempre que for utilizado você deverá mentalizar a sua força interior e concentração, para atrair energias positivas e fortalecer o vínculo energético para o sucesso. ","https://shop.wemystic.com.br/products/po-de-simpatia-agarra-mulher","https://cdn.shopify.com/s/files/1/2436/4219/products/5811_01_f28bb2b6-8efb-411a-b7a2-4cfcd003cf8a.jpg?v=1513264856","BRL 7,79","in stock","new","5605","Rituais e Simpatias > Pó de Simpatia > Agarra Mulher","","","","","","","","","","","","","","","",""
"5890","Anis Estrelado para Banho","Saco de 50g com Anis Estrelado para Banho.

O anis estrelado ajuda a manter o bom humor, descarregar energias negativas, despertar a intuição e tornar o ambiente mais agradável.","https://shop.wemystic.com.br/products/anis-estrelado-para-banho","https://cdn.shopify.com/s/files/1/2436/4219/products/5890_01_2ac90207-7e66-4758-937c-49bdb1babdee.jpg?v=1513264858","BRL 16,99","in stock","new","474","Ervas de Banho > Anis Estrelado","","","","","","","","","","","","","","","",""
"6741","Óleo de Carrapato Agarra Mulher","Óleo de Corpo de Extrato de Carrapato para Agarrar Mulher, em frasco de 15ml e com um doce aroma.","https://shop.wemystic.com.br/products/oleo-extrato-carrapato-mulher","https://cdn.shopify.com/s/files/1/2436/4219/products/6741_e9a8f5d8-7261-4d37-b8f3-ef82c6a2ff83.jpg?v=1541688982","BRL 12,09","in stock","new","474","Simpatias e Rituais > Óleos de Corpo > Extrato de Carrapato > Agarra Mulher","","","","","","","","","","","","","","","",""
"7322","Incenso de Jasmim e Mandarim","Incenso de Jasmim e Mandarim artesanal da marca Inca, vendido em caixa de 9 varetas.

Jasmim significa Felicidade Celestial, seu aroma doce e suave, muito requisitado pelos mais tradicionais perfumistas da história, tem propriedades anti-stress e também afrodisíacas.

O Mandarim é uma flor de aroma frutado com notas cítricas bem leves, que propiciam energias de profundo relaxamento.
O aroma destas duas flores, unido às propriedades terapêuticas do Incenso de Breuzinho, resultam num incenso de aroma muito agradável, que espalha energia de suavidade e delicadeza por todo o ambiente.","https://shop.wemystic.com.br/products/incenso-de-jasmim-e-mandarim","https://cdn.shopify.com/s/files/1/2436/4219/products/7322_01_98239492-34bd-4c6c-be0b-e31845423492.jpg?v=1513264861","BRL 24,19","in stock","new","3686","Aromaterapia > Incenso em Varetas > Jasmim e Mandarim","","","","","","","","","","","","","","","",""
"7323","Incenso para Proteção","Incenso para Proteção da marca Kailas, vendido em caixa de 10 varetas.

A Arruda é usada para proteger e purificar as casas, ambientes e pessoas contra energias negativas, mau olhado, acabar com quebrantes, inveja, má sorte e más influências. Este incenso para proteção atrai boa sorte, amor e proteção psíquica.","https://shop.wemystic.com.br/products/incenso-para-protecao","https://cdn.shopify.com/s/files/1/2436/4219/products/7323_01_f21d4f80-bbce-453e-b404-5ec25258fd51.jpg?v=1513264862","BRL 8,99","out of stock","new","3686","Incenso em Varetas > Incensos Mágicos > Proteção","","","","","","","","","","","","","","","",""
"9291","Pó de Simpatia para Sumiço","Pó de Simpatia para Sumiço em embalagem de 50g.

Use para fazer desaparecer da sua vida tudo o que seja mau para você. Sempre que for utilizado você deverá mentalizar a sua força interior e concentração, para atrair energias positivas e fortalecer o vínculo energético para o sucesso.

Polvilhar em lugares, objetos, velas, pessoas, trazer com você em pequenas porções em carteiras ou bolsas (fazendo pequenos saquinhos para usar como talismã).
Usado em simpatias que tenham o mesmo objetivo do pó.","https://shop.wemystic.com.br/products/po-sumico","https://cdn.shopify.com/s/files/1/2436/4219/products/9291_01_1329b818-3579-4a9c-a122-5c9c7fafa0dd.jpg?v=1513264865","BRL 7,79","in stock","new","5605","Rituais e Simpatias > Pó de Simpatia > Sumiço","","","","","","","","","","","","","","","",""
"21737","Pó de Simpatia Anjo da Guarda","Pó de Simpatia Anjo da Gurada em embalagem de 50g.

O pó de simpatias do Anjo da Guarda serve para pedir a intervenção do Anjo da Guarda na sua vida, pedindo a ele proteção e bênçãos. 
Sempre que for utilizado você deverá mentalizar a sua força interior e concentração, para atrair energias positivas e fortalecer o vínculo energético para o sucesso.","https://shop.wemystic.com.br/products/po-de-simpatia-anjo-da-guarda","https://cdn.shopify.com/s/files/1/2436/4219/products/21737_01_c50910bc-eec7-47d1-8681-b1571cee7e4d.jpg?v=1513264826","BRL 7,79","in stock","new","5605","Rituais e Simpatias > Pó de Simpatia > Anjo da Guarda","","","","","","","","","","","","","","","",""
"30740","Novo Tarô de Marselha Claudiney Prieto","Baralho o Novo Tarô de Marselha de Claudiney Prieto da editora Alfabeto.

Agora o Tarô de Marselha ganha uma versão repaginada, incluindo personagens para as cartas que vão do 2 ao 10 de cada naipe dos arcanos menores. Assim, aqueles que desejam utilizar um Tarô altamente clássico, como o de Marselha, sem perder a possibilidade de fazer uma leitura mais livre e interativa, têm uma nova opção nessa versão do baralho.
Esta embalagem contém um livro e 78 cartas com belíssimas ilustrações coloridas que trazem novas cenas alegóricas, mantendo, no entanto, os traços medievais e clássicos do Tarô de Marselha tradicional.","https://shop.wemystic.com.br/products/novo-taro-de-marselha-claudiney-pietro","https://cdn.shopify.com/s/files/1/2436/4219/products/30740_5361de56-0c8b-425c-9d21-013ceb290a54.jpg?v=1543925692","BRL 116,99","in stock","new","499711","Adivinhação > Baralhos de Tarô > Tarô de Marselha","","","","","","","","","","","","","","","",""
"35080","Baralho de Cartas Ciganas","Baralho de Cartas Ciganas da Editora Artha composto por 36 cartas e acompanhado por um manual com o significado de cada carta, rituais e instruções para o jogo.","https://shop.wemystic.com.br/products/baralho-de-cartas-ciganas","https://cdn.shopify.com/s/files/1/2436/4219/products/35080_01_38847b13-2e1a-4522-a87e-782d9f118fad.jpg?v=1513264835","BRL 14,29","in stock","new","499711","Adivinhação > Baralhos de Tarô > Tarô Cigano","","","","","","","","","","","","","","","",""
"36112","Tarô do Amor","Baralho de Tarô do Amor da editora Alfabeto composto por 36 cartas e um livreto explicativo.

Indicado para quem procura solucionar suas dúvidas sentimentais e antever o seu futuro amoroso.","https://shop.wemystic.com.br/products/taro-do-amor","https://cdn.shopify.com/s/files/1/2436/4219/products/36112_grande.jpg","BRL 48,39","out of stock","new","499711","Adivinhação > Baralhos de Tarô > Tarô do Amor","","","","","","","","","","","","","","","",""
"73618","Tarô dos Anjos","Baralho de Tarô dos Anjos da editora Alfabeto.

Baralho composto de 72 cartas ilustradas com um anjo cabalístico, além de duas cartas (homem e mulher) destinadas aos consulentes, e um manual com instruções.","https://shop.wemystic.com.br/products/taro-dos-anjos","https://cdn.shopify.com/s/files/1/2436/4219/products/73618.jpg?v=1543925798","BRL 59,99","out of stock","new","499711","Adivinhação > Baralhos de Tarô > Tarô dos Anjos","","","","","","","","","","","","","","","",""
"001301-ouro.w","Colar com Estrela Swarovski Dourado","Colar com cristal Swarovski em formato de Estrela e corrente hipoalergênica banhada a ouro. 

A estrela desse colar simboliza a perfeição, a luz e o renascimento, e o seu uso contínuo estimula a intuição e a visão espiritual, afastando vibrações negativas e despertando o nosso lado mais místico.","https://shop.wemystic.com.br/products/colar-estrela-swarovski","https://mkt.wemystic.net/shop/i2/001301-ouro.jpg","BRL 47,79","in stock","new","196","Colares > Colar Estrela Swarovski","","","","","","","","","","","","","","","",""
"001301-prata.w","Colar com Estrela Swarovski Prateado","Colar com cristal Swarovski em formato de Estrela e corrente hipoalergênica banhada a ródio. 

Representando uma imensa fonte de luz e esperança, a estrela de cristal enaltece o desejo por renovação e sabedoria. Quando se tem um objetivo ou a necessidade de enfrentar mudanças significativas na vida, a estrela surge como um símbolo-guia, conduzindo e protegendo.","https://shop.wemystic.com.br/products/colar-estrela-swarovski?variant=29641087287384","https://cdn.shopify.com/s/files/1/2436/4219/products/001301-prata_3.jpg?v=1563553061","BRL 47,79","in stock","new","196","Colares > Colar Estrela Swarovski","","","","","","","","","","","","","","","",""
"005002-ouro.w","Pulseira com 4 Olhos Gregos Dourado","Pulseira em resina ou latão com 4 Olhos Gregos banhada em metal nobre hipoalergênico, podendo ser ródio prateado ou ouro. Cada Olho Grego possui, em média, 06 milímetros e a corrente possui, aproximadamente 17,5cm no total. Esta Pulseira traz a proteção de um talismã perfeito contra a inveja e o mau-olhado, além de também ser conhecido como um símbolo de sorte e funcionar contra energias negativas.","https://shop.wemystic.com.br/products/pulseira-olhos-gregos","https://mkt.wemystic.net/shop/i2/005002-ouro.jpg","BRL 31,79","in stock","new","191","Pulseiras > Pulseira Olho Grego","","","","","","","","","","","","","","","",""
"005002-prata.w","Pulseira com 4 Olhos Gregos Prateado","Pulseira em resina ou latão com 4 Olhos Gregos banhada em metal nobre hipoalergênico, podendo ser ródio prateado ou ouro. Cada Olho Grego possui, em média, 06 milímetros e a corrente possui, aproximadamente 17,5cm no total. Esta Pulseira traz a proteção de um talismã perfeito contra a inveja e o mau-olhado, além de também ser conhecido como um símbolo de sorte e funcionar contra energias negativas.","https://shop.wemystic.com.br/products/pulseira-olhos-gregos?variant=20484802773080","https://mkt.wemystic.net/shop/i2/005002-prata.jpg","BRL 31,79","in stock","new","191","Pulseiras > Pulseira Olho Grego","","","","","","","","","","","","","","","",""
